#node	identifier	category	term ID	term description
NIP2	3702.Q8GT74	GO Function	GO:0043167	Ion binding
NIP2	3702.Q8GT74	GO Function	GO:0043169	Cation binding
NIP2	3702.Q8GT74	GO Function	GO:0046872	Metal ion binding
NIP2	3702.Q8GT74	GO Component	GO:0005622	Intracellular anatomical structure
NIP2	3702.Q8GT74	GO Component	GO:0005737	Cytoplasm
NIP2	3702.Q8GT74	GO Component	GO:0009507	Chloroplast
NIP2	3702.Q8GT74	GO Component	GO:0009526	Plastid envelope
NIP2	3702.Q8GT74	GO Component	GO:0009534	Chloroplast thylakoid
NIP2	3702.Q8GT74	GO Component	GO:0009535	Chloroplast thylakoid membrane
NIP2	3702.Q8GT74	GO Component	GO:0009536	Plastid
NIP2	3702.Q8GT74	GO Component	GO:0009579	Thylakoid
NIP2	3702.Q8GT74	GO Component	GO:0016020	Membrane
NIP2	3702.Q8GT74	GO Component	GO:0016021	Integral component of membrane
NIP2	3702.Q8GT74	GO Component	GO:0031090	Organelle membrane
NIP2	3702.Q8GT74	GO Component	GO:0031224	Intrinsic component of membrane
NIP2	3702.Q8GT74	GO Component	GO:0031967	Organelle envelope
NIP2	3702.Q8GT74	GO Component	GO:0031975	Envelope
NIP2	3702.Q8GT74	GO Component	GO:0031976	Plastid thylakoid
NIP2	3702.Q8GT74	GO Component	GO:0031984	Organelle subcompartment
NIP2	3702.Q8GT74	GO Component	GO:0034357	Photosynthetic membrane
NIP2	3702.Q8GT74	GO Component	GO:0042170	Plastid membrane
NIP2	3702.Q8GT74	GO Component	GO:0042651	Thylakoid membrane
NIP2	3702.Q8GT74	GO Component	GO:0043226	Organelle
NIP2	3702.Q8GT74	GO Component	GO:0043227	Membrane-bounded organelle
NIP2	3702.Q8GT74	GO Component	GO:0043229	Intracellular organelle
NIP2	3702.Q8GT74	GO Component	GO:0043231	Intracellular membrane-bounded organelle
NIP2	3702.Q8GT74	GO Component	GO:0055035	Plastid thylakoid membrane
NIP2	3702.Q8GT74	GO Component	GO:0110165	Cellular anatomical entity
NIP2	3702.Q8GT74	STRING clusters	CL:34446	Mixed, incl. Major intrinsic protein, and Aldo/keto reductase family
NIP2	3702.Q8GT74	STRING clusters	CL:34448	Mixed, incl. Major intrinsic protein, and Aldo/keto reductase family
NIP2	3702.Q8GT74	STRING clusters	CL:34449	Mixed, incl. Major intrinsic protein, and Aldo/keto reductase family
NIP2	3702.Q8GT74	STRING clusters	CL:34450	Mixed, incl. Major intrinsic protein, and Aldo/keto reductase family
NIP2	3702.Q8GT74	STRING clusters	CL:34451	Mixed, incl. Major intrinsic protein, and Aldo/keto reductase family
NIP2	3702.Q8GT74	STRING clusters	CL:34452	Major intrinsic protein, and OPT oligopeptide transporter protein
NIP2	3702.Q8GT74	STRING clusters	CL:34454	Major intrinsic protein
NIP2	3702.Q8GT74	STRING clusters	CL:34456	Major intrinsic protein
NIP2	3702.Q8GT74	STRING clusters	CL:34457	Major intrinsic protein
NIP2	3702.Q8GT74	STRING clusters	CL:34458	Major intrinsic protein
NIP2	3702.Q8GT74	STRING clusters	CL:34461	Mixed, incl. YMGG-like Gly-zipper, and Aquaporin SIP1-1/2-like
NIP2	3702.Q8GT74	COMPARTMENTS	GOCC:0110165	Cellular anatomical entity
NIP2	3702.Q8GT74	UniProt Keywords	KW-0025	Alternative splicing
NIP2	3702.Q8GT74	UniProt Keywords	KW-0150	Chloroplast
NIP2	3702.Q8GT74	UniProt Keywords	KW-0472	Membrane
NIP2	3702.Q8GT74	UniProt Keywords	KW-0479	Metal-binding
NIP2	3702.Q8GT74	UniProt Keywords	KW-0793	Thylakoid
NIP2	3702.Q8GT74	UniProt Keywords	KW-0812	Transmembrane
NIP2	3702.Q8GT74	UniProt Keywords	KW-0862	Zinc
NIP2	3702.Q8GT74	UniProt Keywords	KW-0863	Zinc-finger
NIP2	3702.Q8GT74	UniProt Keywords	KW-0934	Plastid
NIP2	3702.Q8GT74	UniProt Keywords	KW-1133	Transmembrane helix
NIP2	3702.Q8GT74	Pfam	PF13441	YMGG-like Gly-zipper
NIP2	3702.Q8GT74	InterPro	IPR001841	Zinc finger, RING-type
NIP2	3702.Q8GT74	InterPro	IPR013083	Zinc finger, RING/FYVE/PHD-type
NIP2	3702.Q8GT74	InterPro	IPR027367	YMGG-like Gly-zipper
NIP2	3702.Q8GT74	InterPro	IPR044523	RING domain-containing protein NIP1/2-like
NIP2	3702.Q8GT74	SMART	SM00184	Ring finger
NIP2-1	3702.Q8W037	GO Process	GO:0001666	Response to hypoxia
NIP2-1	3702.Q8W037	GO Process	GO:0006810	Transport
NIP2-1	3702.Q8W037	GO Process	GO:0006811	Ion transport
NIP2-1	3702.Q8W037	GO Process	GO:0006820	Anion transport
NIP2-1	3702.Q8W037	GO Process	GO:0006950	Response to stress
NIP2-1	3702.Q8W037	GO Process	GO:0009628	Response to abiotic stimulus
NIP2-1	3702.Q8W037	GO Process	GO:0009987	Cellular process
NIP2-1	3702.Q8W037	GO Process	GO:0015711	Organic anion transport
NIP2-1	3702.Q8W037	GO Process	GO:0015718	Monocarboxylic acid transport
NIP2-1	3702.Q8W037	GO Process	GO:0015727	Lactate transport
NIP2-1	3702.Q8W037	GO Process	GO:0015849	Organic acid transport
NIP2-1	3702.Q8W037	GO Process	GO:0015850	Organic hydroxy compound transport
NIP2-1	3702.Q8W037	GO Process	GO:0034220	Ion transmembrane transport
NIP2-1	3702.Q8W037	GO Process	GO:0035873	Lactate transmembrane transport
NIP2-1	3702.Q8W037	GO Process	GO:0036293	Response to decreased oxygen levels
NIP2-1	3702.Q8W037	GO Process	GO:0046942	Carboxylic acid transport
NIP2-1	3702.Q8W037	GO Process	GO:0050896	Response to stimulus
NIP2-1	3702.Q8W037	GO Process	GO:0051179	Localization
NIP2-1	3702.Q8W037	GO Process	GO:0051234	Establishment of localization
NIP2-1	3702.Q8W037	GO Process	GO:0055085	Transmembrane transport
NIP2-1	3702.Q8W037	GO Process	GO:0070482	Response to oxygen levels
NIP2-1	3702.Q8W037	GO Process	GO:0071702	Organic substance transport
NIP2-1	3702.Q8W037	GO Process	GO:0098656	Anion transmembrane transport
NIP2-1	3702.Q8W037	GO Process	GO:1903825	Organic acid transmembrane transport
NIP2-1	3702.Q8W037	GO Process	GO:1905039	Carboxylic acid transmembrane transport
NIP2-1	3702.Q8W037	GO Function	GO:0005215	Transporter activity
NIP2-1	3702.Q8W037	GO Function	GO:0005342	Organic acid transmembrane transporter activity
NIP2-1	3702.Q8W037	GO Function	GO:0008028	Monocarboxylic acid transmembrane transporter activity
NIP2-1	3702.Q8W037	GO Function	GO:0008509	Anion transmembrane transporter activity
NIP2-1	3702.Q8W037	GO Function	GO:0008514	Organic anion transmembrane transporter activity
NIP2-1	3702.Q8W037	GO Function	GO:0015075	Ion transmembrane transporter activity
NIP2-1	3702.Q8W037	GO Function	GO:0015129	Lactate transmembrane transporter activity
NIP2-1	3702.Q8W037	GO Function	GO:0015267	Channel activity
NIP2-1	3702.Q8W037	GO Function	GO:0022803	Passive transmembrane transporter activity
NIP2-1	3702.Q8W037	GO Function	GO:0022857	Transmembrane transporter activity
NIP2-1	3702.Q8W037	GO Function	GO:0046943	Carboxylic acid transmembrane transporter activity
NIP2-1	3702.Q8W037	GO Function	GO:1901618	Organic hydroxy compound transmembrane transporter activity
NIP2-1	3702.Q8W037	GO Component	GO:0005622	Intracellular anatomical structure
NIP2-1	3702.Q8W037	GO Component	GO:0005737	Cytoplasm
NIP2-1	3702.Q8W037	GO Component	GO:0005783	Endoplasmic reticulum
NIP2-1	3702.Q8W037	GO Component	GO:0005789	Endoplasmic reticulum membrane
NIP2-1	3702.Q8W037	GO Component	GO:0005886	Plasma membrane
NIP2-1	3702.Q8W037	GO Component	GO:0012505	Endomembrane system
NIP2-1	3702.Q8W037	GO Component	GO:0016020	Membrane
NIP2-1	3702.Q8W037	GO Component	GO:0016021	Integral component of membrane
NIP2-1	3702.Q8W037	GO Component	GO:0031090	Organelle membrane
NIP2-1	3702.Q8W037	GO Component	GO:0031224	Intrinsic component of membrane
NIP2-1	3702.Q8W037	GO Component	GO:0031984	Organelle subcompartment
NIP2-1	3702.Q8W037	GO Component	GO:0042175	Nuclear outer membrane-endoplasmic reticulum membrane network
NIP2-1	3702.Q8W037	GO Component	GO:0043226	Organelle
NIP2-1	3702.Q8W037	GO Component	GO:0043227	Membrane-bounded organelle
NIP2-1	3702.Q8W037	GO Component	GO:0043229	Intracellular organelle
NIP2-1	3702.Q8W037	GO Component	GO:0043231	Intracellular membrane-bounded organelle
NIP2-1	3702.Q8W037	GO Component	GO:0071944	Cell periphery
NIP2-1	3702.Q8W037	GO Component	GO:0098827	Endoplasmic reticulum subcompartment
NIP2-1	3702.Q8W037	GO Component	GO:0110165	Cellular anatomical entity
NIP2-1	3702.Q8W037	STRING clusters	CL:34446	Mixed, incl. Major intrinsic protein, and Aldo/keto reductase family
NIP2-1	3702.Q8W037	STRING clusters	CL:34448	Mixed, incl. Major intrinsic protein, and Aldo/keto reductase family
NIP2-1	3702.Q8W037	STRING clusters	CL:34449	Mixed, incl. Major intrinsic protein, and Aldo/keto reductase family
NIP2-1	3702.Q8W037	STRING clusters	CL:34450	Mixed, incl. Major intrinsic protein, and Aldo/keto reductase family
NIP2-1	3702.Q8W037	STRING clusters	CL:34451	Mixed, incl. Major intrinsic protein, and Aldo/keto reductase family
NIP2-1	3702.Q8W037	STRING clusters	CL:34452	Major intrinsic protein, and OPT oligopeptide transporter protein
NIP2-1	3702.Q8W037	STRING clusters	CL:34454	Major intrinsic protein
NIP2-1	3702.Q8W037	STRING clusters	CL:34456	Major intrinsic protein
NIP2-1	3702.Q8W037	STRING clusters	CL:34457	Major intrinsic protein
NIP2-1	3702.Q8W037	STRING clusters	CL:34458	Major intrinsic protein
NIP2-1	3702.Q8W037	STRING clusters	CL:34461	Mixed, incl. YMGG-like Gly-zipper, and Aquaporin SIP1-1/2-like
NIP2-1	3702.Q8W037	Reactome	MAP-382551	Transport of small molecules
NIP2-1	3702.Q8W037	Reactome	MAP-432047	Passive transport by Aquaporins
NIP2-1	3702.Q8W037	Reactome	MAP-445717	Aquaporin-mediated transport
NIP2-1	3702.Q8W037	COMPARTMENTS	GOCC:0005622	Intracellular
NIP2-1	3702.Q8W037	COMPARTMENTS	GOCC:0005737	Cytoplasm
NIP2-1	3702.Q8W037	COMPARTMENTS	GOCC:0005783	Endoplasmic reticulum
NIP2-1	3702.Q8W037	COMPARTMENTS	GOCC:0005886	Plasma membrane
NIP2-1	3702.Q8W037	COMPARTMENTS	GOCC:0012505	Endomembrane system
NIP2-1	3702.Q8W037	COMPARTMENTS	GOCC:0012506	Vesicle membrane
NIP2-1	3702.Q8W037	COMPARTMENTS	GOCC:0016020	Membrane
NIP2-1	3702.Q8W037	COMPARTMENTS	GOCC:0030139	Endocytic vesicle
NIP2-1	3702.Q8W037	COMPARTMENTS	GOCC:0030659	Cytoplasmic vesicle membrane
NIP2-1	3702.Q8W037	COMPARTMENTS	GOCC:0030666	Endocytic vesicle membrane
NIP2-1	3702.Q8W037	COMPARTMENTS	GOCC:0031090	Organelle membrane
NIP2-1	3702.Q8W037	COMPARTMENTS	GOCC:0031410	Cytoplasmic vesicle
NIP2-1	3702.Q8W037	COMPARTMENTS	GOCC:0031982	Vesicle
NIP2-1	3702.Q8W037	COMPARTMENTS	GOCC:0043226	Organelle
NIP2-1	3702.Q8W037	COMPARTMENTS	GOCC:0043227	Membrane-bounded organelle
NIP2-1	3702.Q8W037	COMPARTMENTS	GOCC:0043229	Intracellular organelle
NIP2-1	3702.Q8W037	COMPARTMENTS	GOCC:0043231	Intracellular membrane-bounded organelle
NIP2-1	3702.Q8W037	COMPARTMENTS	GOCC:0043659	Symbiosome
NIP2-1	3702.Q8W037	COMPARTMENTS	GOCC:0043660	Bacteroid-containing symbiosome
NIP2-1	3702.Q8W037	COMPARTMENTS	GOCC:0043661	Peribacteroid membrane
NIP2-1	3702.Q8W037	COMPARTMENTS	GOCC:0071944	Cell periphery
NIP2-1	3702.Q8W037	COMPARTMENTS	GOCC:0097708	Intracellular vesicle
NIP2-1	3702.Q8W037	COMPARTMENTS	GOCC:0098588	Bounding membrane of organelle
NIP2-1	3702.Q8W037	COMPARTMENTS	GOCC:0110165	Cellular anatomical entity
NIP2-1	3702.Q8W037	UniProt Keywords	KW-0007	Acetylation
NIP2-1	3702.Q8W037	UniProt Keywords	KW-0256	Endoplasmic reticulum
NIP2-1	3702.Q8W037	UniProt Keywords	KW-0472	Membrane
NIP2-1	3702.Q8W037	UniProt Keywords	KW-0597	Phosphoprotein
NIP2-1	3702.Q8W037	UniProt Keywords	KW-0677	Repeat
NIP2-1	3702.Q8W037	UniProt Keywords	KW-0812	Transmembrane
NIP2-1	3702.Q8W037	UniProt Keywords	KW-0813	Transport
NIP2-1	3702.Q8W037	UniProt Keywords	KW-1133	Transmembrane helix
NIP2-1	3702.Q8W037	Pfam	PF00230	Major intrinsic protein
NIP2-1	3702.Q8W037	InterPro	IPR000425	Major intrinsic protein
NIP2-1	3702.Q8W037	InterPro	IPR022357	Major intrinsic protein, conserved site
NIP2-1	3702.Q8W037	InterPro	IPR023271	Aquaporin-like
NIP2-1	3702.Q8W037	InterPro	IPR034294	Aquaporin transporter
NIP3-1	3702.Q9C6T0	GO Process	GO:0006810	Transport
NIP3-1	3702.Q9C6T0	GO Process	GO:0009987	Cellular process
NIP3-1	3702.Q9C6T0	GO Process	GO:0051179	Localization
NIP3-1	3702.Q9C6T0	GO Process	GO:0051234	Establishment of localization
NIP3-1	3702.Q9C6T0	GO Process	GO:0055085	Transmembrane transport
NIP3-1	3702.Q9C6T0	GO Function	GO:0005215	Transporter activity
NIP3-1	3702.Q9C6T0	GO Function	GO:0015267	Channel activity
NIP3-1	3702.Q9C6T0	GO Function	GO:0022803	Passive transmembrane transporter activity
NIP3-1	3702.Q9C6T0	GO Function	GO:0022857	Transmembrane transporter activity
NIP3-1	3702.Q9C6T0	GO Component	GO:0016020	Membrane
NIP3-1	3702.Q9C6T0	GO Component	GO:0016021	Integral component of membrane
NIP3-1	3702.Q9C6T0	GO Component	GO:0031224	Intrinsic component of membrane
NIP3-1	3702.Q9C6T0	GO Component	GO:0110165	Cellular anatomical entity
NIP3-1	3702.Q9C6T0	STRING clusters	CL:34446	Mixed, incl. Major intrinsic protein, and Aldo/keto reductase family
NIP3-1	3702.Q9C6T0	STRING clusters	CL:34448	Mixed, incl. Major intrinsic protein, and Aldo/keto reductase family
NIP3-1	3702.Q9C6T0	STRING clusters	CL:34449	Mixed, incl. Major intrinsic protein, and Aldo/keto reductase family
NIP3-1	3702.Q9C6T0	STRING clusters	CL:34450	Mixed, incl. Major intrinsic protein, and Aldo/keto reductase family
NIP3-1	3702.Q9C6T0	STRING clusters	CL:34451	Mixed, incl. Major intrinsic protein, and Aldo/keto reductase family
NIP3-1	3702.Q9C6T0	STRING clusters	CL:34452	Major intrinsic protein, and OPT oligopeptide transporter protein
NIP3-1	3702.Q9C6T0	STRING clusters	CL:34454	Major intrinsic protein
NIP3-1	3702.Q9C6T0	STRING clusters	CL:34456	Major intrinsic protein
NIP3-1	3702.Q9C6T0	STRING clusters	CL:34457	Major intrinsic protein
NIP3-1	3702.Q9C6T0	STRING clusters	CL:34458	Major intrinsic protein
NIP3-1	3702.Q9C6T0	Reactome	MAP-382551	Transport of small molecules
NIP3-1	3702.Q9C6T0	Reactome	MAP-432047	Passive transport by Aquaporins
NIP3-1	3702.Q9C6T0	Reactome	MAP-445717	Aquaporin-mediated transport
NIP3-1	3702.Q9C6T0	COMPARTMENTS	GOCC:0005886	Plasma membrane
NIP3-1	3702.Q9C6T0	COMPARTMENTS	GOCC:0016020	Membrane
NIP3-1	3702.Q9C6T0	COMPARTMENTS	GOCC:0071944	Cell periphery
NIP3-1	3702.Q9C6T0	COMPARTMENTS	GOCC:0110165	Cellular anatomical entity
NIP3-1	3702.Q9C6T0	UniProt Keywords	KW-0007	Acetylation
NIP3-1	3702.Q9C6T0	UniProt Keywords	KW-0472	Membrane
NIP3-1	3702.Q9C6T0	UniProt Keywords	KW-0677	Repeat
NIP3-1	3702.Q9C6T0	UniProt Keywords	KW-0812	Transmembrane
NIP3-1	3702.Q9C6T0	UniProt Keywords	KW-0813	Transport
NIP3-1	3702.Q9C6T0	UniProt Keywords	KW-1133	Transmembrane helix
NIP3-1	3702.Q9C6T0	Pfam	PF00230	Major intrinsic protein
NIP3-1	3702.Q9C6T0	InterPro	IPR000425	Major intrinsic protein
NIP3-1	3702.Q9C6T0	InterPro	IPR022357	Major intrinsic protein, conserved site
NIP3-1	3702.Q9C6T0	InterPro	IPR023271	Aquaporin-like
NIP3-1	3702.Q9C6T0	InterPro	IPR034294	Aquaporin transporter
NIP4-1	3702.Q9FIZ9	GO Process	GO:0006810	Transport
NIP4-1	3702.Q9FIZ9	GO Process	GO:0009987	Cellular process
NIP4-1	3702.Q9FIZ9	GO Process	GO:0051179	Localization
NIP4-1	3702.Q9FIZ9	GO Process	GO:0051234	Establishment of localization
NIP4-1	3702.Q9FIZ9	GO Process	GO:0055085	Transmembrane transport
NIP4-1	3702.Q9FIZ9	GO Function	GO:0005215	Transporter activity
NIP4-1	3702.Q9FIZ9	GO Function	GO:0015267	Channel activity
NIP4-1	3702.Q9FIZ9	GO Function	GO:0022803	Passive transmembrane transporter activity
NIP4-1	3702.Q9FIZ9	GO Function	GO:0022857	Transmembrane transporter activity
NIP4-1	3702.Q9FIZ9	GO Component	GO:0016020	Membrane
NIP4-1	3702.Q9FIZ9	GO Component	GO:0016021	Integral component of membrane
NIP4-1	3702.Q9FIZ9	GO Component	GO:0031224	Intrinsic component of membrane
NIP4-1	3702.Q9FIZ9	GO Component	GO:0110165	Cellular anatomical entity
NIP4-1	3702.Q9FIZ9	STRING clusters	CL:34446	Mixed, incl. Major intrinsic protein, and Aldo/keto reductase family
NIP4-1	3702.Q9FIZ9	STRING clusters	CL:34448	Mixed, incl. Major intrinsic protein, and Aldo/keto reductase family
NIP4-1	3702.Q9FIZ9	STRING clusters	CL:34449	Mixed, incl. Major intrinsic protein, and Aldo/keto reductase family
NIP4-1	3702.Q9FIZ9	STRING clusters	CL:34450	Mixed, incl. Major intrinsic protein, and Aldo/keto reductase family
NIP4-1	3702.Q9FIZ9	STRING clusters	CL:34451	Mixed, incl. Major intrinsic protein, and Aldo/keto reductase family
NIP4-1	3702.Q9FIZ9	STRING clusters	CL:34452	Major intrinsic protein, and OPT oligopeptide transporter protein
NIP4-1	3702.Q9FIZ9	STRING clusters	CL:34454	Major intrinsic protein
NIP4-1	3702.Q9FIZ9	STRING clusters	CL:34456	Major intrinsic protein
NIP4-1	3702.Q9FIZ9	STRING clusters	CL:34457	Major intrinsic protein
NIP4-1	3702.Q9FIZ9	STRING clusters	CL:34458	Major intrinsic protein
NIP4-1	3702.Q9FIZ9	STRING clusters	CL:34461	Mixed, incl. YMGG-like Gly-zipper, and Aquaporin SIP1-1/2-like
NIP4-1	3702.Q9FIZ9	Reactome	MAP-382551	Transport of small molecules
NIP4-1	3702.Q9FIZ9	Reactome	MAP-432047	Passive transport by Aquaporins
NIP4-1	3702.Q9FIZ9	Reactome	MAP-445717	Aquaporin-mediated transport
NIP4-1	3702.Q9FIZ9	COMPARTMENTS	GOCC:0016020	Membrane
NIP4-1	3702.Q9FIZ9	COMPARTMENTS	GOCC:0110165	Cellular anatomical entity
NIP4-1	3702.Q9FIZ9	UniProt Keywords	KW-0007	Acetylation
NIP4-1	3702.Q9FIZ9	UniProt Keywords	KW-0472	Membrane
NIP4-1	3702.Q9FIZ9	UniProt Keywords	KW-0597	Phosphoprotein
NIP4-1	3702.Q9FIZ9	UniProt Keywords	KW-0677	Repeat
NIP4-1	3702.Q9FIZ9	UniProt Keywords	KW-0812	Transmembrane
NIP4-1	3702.Q9FIZ9	UniProt Keywords	KW-0813	Transport
NIP4-1	3702.Q9FIZ9	UniProt Keywords	KW-1133	Transmembrane helix
NIP4-1	3702.Q9FIZ9	Pfam	PF00230	Major intrinsic protein
NIP4-1	3702.Q9FIZ9	InterPro	IPR000425	Major intrinsic protein
NIP4-1	3702.Q9FIZ9	InterPro	IPR022357	Major intrinsic protein, conserved site
NIP4-1	3702.Q9FIZ9	InterPro	IPR023271	Aquaporin-like
NIP4-1	3702.Q9FIZ9	InterPro	IPR034294	Aquaporin transporter
NIP4-2	3702.Q8W036	GO Process	GO:0006810	Transport
NIP4-2	3702.Q8W036	GO Process	GO:0009987	Cellular process
NIP4-2	3702.Q8W036	GO Process	GO:0051179	Localization
NIP4-2	3702.Q8W036	GO Process	GO:0051234	Establishment of localization
NIP4-2	3702.Q8W036	GO Process	GO:0055085	Transmembrane transport
NIP4-2	3702.Q8W036	GO Function	GO:0005215	Transporter activity
NIP4-2	3702.Q8W036	GO Function	GO:0015267	Channel activity
NIP4-2	3702.Q8W036	GO Function	GO:0022803	Passive transmembrane transporter activity
NIP4-2	3702.Q8W036	GO Function	GO:0022857	Transmembrane transporter activity
NIP4-2	3702.Q8W036	GO Component	GO:0016020	Membrane
NIP4-2	3702.Q8W036	GO Component	GO:0016021	Integral component of membrane
NIP4-2	3702.Q8W036	GO Component	GO:0031224	Intrinsic component of membrane
NIP4-2	3702.Q8W036	GO Component	GO:0110165	Cellular anatomical entity
NIP4-2	3702.Q8W036	STRING clusters	CL:34446	Mixed, incl. Major intrinsic protein, and Aldo/keto reductase family
NIP4-2	3702.Q8W036	STRING clusters	CL:34448	Mixed, incl. Major intrinsic protein, and Aldo/keto reductase family
NIP4-2	3702.Q8W036	STRING clusters	CL:34449	Mixed, incl. Major intrinsic protein, and Aldo/keto reductase family
NIP4-2	3702.Q8W036	STRING clusters	CL:34450	Mixed, incl. Major intrinsic protein, and Aldo/keto reductase family
NIP4-2	3702.Q8W036	STRING clusters	CL:34451	Mixed, incl. Major intrinsic protein, and Aldo/keto reductase family
NIP4-2	3702.Q8W036	STRING clusters	CL:34452	Major intrinsic protein, and OPT oligopeptide transporter protein
NIP4-2	3702.Q8W036	STRING clusters	CL:34454	Major intrinsic protein
NIP4-2	3702.Q8W036	Reactome	MAP-382551	Transport of small molecules
NIP4-2	3702.Q8W036	Reactome	MAP-432047	Passive transport by Aquaporins
NIP4-2	3702.Q8W036	Reactome	MAP-445717	Aquaporin-mediated transport
NIP4-2	3702.Q8W036	COMPARTMENTS	GOCC:0016020	Membrane
NIP4-2	3702.Q8W036	COMPARTMENTS	GOCC:0110165	Cellular anatomical entity
NIP4-2	3702.Q8W036	UniProt Keywords	KW-0007	Acetylation
NIP4-2	3702.Q8W036	UniProt Keywords	KW-0472	Membrane
NIP4-2	3702.Q8W036	UniProt Keywords	KW-0597	Phosphoprotein
NIP4-2	3702.Q8W036	UniProt Keywords	KW-0677	Repeat
NIP4-2	3702.Q8W036	UniProt Keywords	KW-0812	Transmembrane
NIP4-2	3702.Q8W036	UniProt Keywords	KW-0813	Transport
NIP4-2	3702.Q8W036	UniProt Keywords	KW-1133	Transmembrane helix
NIP4-2	3702.Q8W036	Pfam	PF00230	Major intrinsic protein
NIP4-2	3702.Q8W036	InterPro	IPR000425	Major intrinsic protein
NIP4-2	3702.Q8W036	InterPro	IPR022357	Major intrinsic protein, conserved site
NIP4-2	3702.Q8W036	InterPro	IPR023271	Aquaporin-like
NIP4-2	3702.Q8W036	InterPro	IPR034294	Aquaporin transporter
NIP5-1	3702.Q9SV84	GO Process	GO:0006810	Transport
NIP5-1	3702.Q9SV84	GO Process	GO:0006811	Ion transport
NIP5-1	3702.Q9SV84	GO Process	GO:0006820	Anion transport
NIP5-1	3702.Q9SV84	GO Process	GO:0006833	Water transport
NIP5-1	3702.Q9SV84	GO Process	GO:0007154	Cell communication
NIP5-1	3702.Q9SV84	GO Process	GO:0009605	Response to external stimulus
NIP5-1	3702.Q9SV84	GO Process	GO:0009987	Cellular process
NIP5-1	3702.Q9SV84	GO Process	GO:0009991	Response to extracellular stimulus
NIP5-1	3702.Q9SV84	GO Process	GO:0010036	Response to boron-containing substance
NIP5-1	3702.Q9SV84	GO Process	GO:0015698	Inorganic anion transport
NIP5-1	3702.Q9SV84	GO Process	GO:0015700	Arsenite transport
NIP5-1	3702.Q9SV84	GO Process	GO:0031667	Response to nutrient levels
NIP5-1	3702.Q9SV84	GO Process	GO:0031668	Cellular response to extracellular stimulus
NIP5-1	3702.Q9SV84	GO Process	GO:0031669	Cellular response to nutrient levels
NIP5-1	3702.Q9SV84	GO Process	GO:0034220	Ion transmembrane transport
NIP5-1	3702.Q9SV84	GO Process	GO:0035445	Borate transmembrane transport
NIP5-1	3702.Q9SV84	GO Process	GO:0042044	Fluid transport
NIP5-1	3702.Q9SV84	GO Process	GO:0042221	Response to chemical
NIP5-1	3702.Q9SV84	GO Process	GO:0046685	Response to arsenic-containing substance
NIP5-1	3702.Q9SV84	GO Process	GO:0046713	Borate transport
NIP5-1	3702.Q9SV84	GO Process	GO:0050896	Response to stimulus
NIP5-1	3702.Q9SV84	GO Process	GO:0051179	Localization
NIP5-1	3702.Q9SV84	GO Process	GO:0051234	Establishment of localization
NIP5-1	3702.Q9SV84	GO Process	GO:0051716	Cellular response to stimulus
NIP5-1	3702.Q9SV84	GO Process	GO:0055085	Transmembrane transport
NIP5-1	3702.Q9SV84	GO Process	GO:0070887	Cellular response to chemical stimulus
NIP5-1	3702.Q9SV84	GO Process	GO:0071496	Cellular response to external stimulus
NIP5-1	3702.Q9SV84	GO Process	GO:0080029	Cellular response to boron-containing substance levels
NIP5-1	3702.Q9SV84	GO Process	GO:0098656	Anion transmembrane transport
NIP5-1	3702.Q9SV84	GO Process	GO:0098660	Inorganic ion transmembrane transport
NIP5-1	3702.Q9SV84	GO Process	GO:0098661	Inorganic anion transmembrane transport
NIP5-1	3702.Q9SV84	GO Function	GO:0005215	Transporter activity
NIP5-1	3702.Q9SV84	GO Function	GO:0005372	Water transmembrane transporter activity
NIP5-1	3702.Q9SV84	GO Function	GO:0008509	Anion transmembrane transporter activity
NIP5-1	3702.Q9SV84	GO Function	GO:0015075	Ion transmembrane transporter activity
NIP5-1	3702.Q9SV84	GO Function	GO:0015103	Inorganic anion transmembrane transporter activity
NIP5-1	3702.Q9SV84	GO Function	GO:0015105	Arsenite transmembrane transporter activity
NIP5-1	3702.Q9SV84	GO Function	GO:0015250	Water channel activity
NIP5-1	3702.Q9SV84	GO Function	GO:0015267	Channel activity
NIP5-1	3702.Q9SV84	GO Function	GO:0015318	Inorganic molecular entity transmembrane transporter activity
NIP5-1	3702.Q9SV84	GO Function	GO:0022803	Passive transmembrane transporter activity
NIP5-1	3702.Q9SV84	GO Function	GO:0022804	Active transmembrane transporter activity
NIP5-1	3702.Q9SV84	GO Function	GO:0022853	Active ion transmembrane transporter activity
NIP5-1	3702.Q9SV84	GO Function	GO:0022857	Transmembrane transporter activity
NIP5-1	3702.Q9SV84	GO Function	GO:0046715	Active borate transmembrane transporter activity
NIP5-1	3702.Q9SV84	GO Component	GO:0005886	Plasma membrane
NIP5-1	3702.Q9SV84	GO Component	GO:0016020	Membrane
NIP5-1	3702.Q9SV84	GO Component	GO:0016021	Integral component of membrane
NIP5-1	3702.Q9SV84	GO Component	GO:0016328	Lateral plasma membrane
NIP5-1	3702.Q9SV84	GO Component	GO:0031224	Intrinsic component of membrane
NIP5-1	3702.Q9SV84	GO Component	GO:0071944	Cell periphery
NIP5-1	3702.Q9SV84	GO Component	GO:0110165	Cellular anatomical entity
NIP5-1	3702.Q9SV84	STRING clusters	CL:34446	Mixed, incl. Major intrinsic protein, and Aldo/keto reductase family
NIP5-1	3702.Q9SV84	STRING clusters	CL:34448	Mixed, incl. Major intrinsic protein, and Aldo/keto reductase family
